,birth_date,contact_details_0_type,contact_details_0_value,contact_details_1_type,contact_details_1_value,contact_details_2_type,contact_details_2_value,death_date,email,family_name,gender,given_name,honorific_prefix,id,identifiers_0_identifier,identifiers_0_scheme,identifiers_10_identifier,identifiers_10_scheme,identifiers_11_identifier,identifiers_11_scheme,identifiers_12_identifier,identifiers_12_scheme,identifiers_13_identifier,identifiers_13_scheme,identifiers_14_identifier,identifiers_14_scheme,identifiers_15_identifier,identifiers_15_scheme,identifiers_16_identifier,identifiers_16_scheme,identifiers_17_identifier,identifiers_17_scheme,identifiers_18_identifier,identifiers_18_scheme,identifiers_19_identifier,identifiers_19_scheme,identifiers_1_identifier,identifiers_1_scheme,identifiers_20_identifier,identifiers_20_scheme,identifiers_21_identifier,identifiers_21_scheme,identifiers_2_identifier,identifiers_2_scheme,identifiers_3_identifier,identifiers_3_scheme,identifiers_4_identifier,identifiers_4_scheme,identifiers_5_identifier,identifiers_5_scheme,identifiers_6_identifier,identifiers_6_scheme,identifiers_7_identifier,identifiers_7_scheme,identifiers_8_identifier,identifiers_8_scheme,identifiers_9_identifier,identifiers_9_scheme,image,images_0_url,images_1_url,links_0_note,links_0_url,links_10_note,links_10_url,links_11_note,links_11_url,links_12_note,links_12_url,links_13_note,links_13_url,links_14_note,links_14_url,links_15_note,links_15_url,links_16_note,links_16_url,links_17_note,links_17_url,links_18_note,links_18_url,links_19_note,links_19_url,links_1_note,links_1_url,links_20_note,links_20_url,links_21_note,links_21_url,links_22_note,links_22_url,links_23_note,links_23_url,links_24_note,links_24_url,links_25_note,links_25_url,links_26_note,links_26_url,links_27_note,links_27_url,links_28_note,links_28_url,links_29_note,links_29_url,links_2_note,links_2_url,links_30_note,links_30_url,links_31_note,links_31_url,links_32_note,links_32_url,links_33_note,links_33_url,links_34_note,links_34_url,links_35_note,links_35_url,links_36_note,links_36_url,links_37_note,links_37_url,links_38_note,links_38_url,links_39_note,links_39_url,links_3_note,links_3_url,links_40_note,links_40_url,links_41_note,links_41_url,links_42_note,links_42_url,links_43_note,links_43_url,links_44_note,links_44_url,links_45_note,links_45_url,links_46_note,links_46_url,links_47_note,links_47_url,links_48_note,links_48_url,links_49_note,links_49_url,links_4_note,links_4_url,links_50_note,links_50_url,links_51_note,links_51_url,links_52_note,links_52_url,links_53_note,links_53_url,links_54_note,links_54_url,links_55_note,links_55_url,links_56_note,links_56_url,links_57_note,links_57_url,links_58_note,links_58_url,links_59_note,links_59_url,links_5_note,links_5_url,links_60_note,links_60_url,links_61_note,links_61_url,links_62_note,links_62_url,links_63_note,links_63_url,links_64_note,links_64_url,links_65_note,links_65_url,links_66_note,links_66_url,links_67_note,links_67_url,links_68_note,links_68_url,links_69_note,links_69_url,links_6_note,links_6_url,links_70_note,links_70_url,links_71_note,links_71_url,links_72_note,links_72_url,links_73_note,links_73_url,links_74_note,links_74_url,links_75_note,links_75_url,links_76_note,links_76_url,links_77_note,links_77_url,links_78_note,links_78_url,links_79_note,links_79_url,links_7_note,links_7_url,links_80_note,links_80_url,links_81_note,links_81_url,links_82_note,links_82_url,links_83_note,links_83_url,links_84_note,links_84_url,links_85_note,links_85_url,links_86_note,links_86_url,links_87_note,links_87_url,links_88_note,links_88_url,links_89_note,links_89_url,links_8_note,links_8_url,links_90_note,links_90_url,links_91_note,links_91_url,links_92_note,links_92_url,links_93_note,links_93_url,links_94_note,links_94_url,links_95_note,links_95_url,links_9_note,links_9_url,name,other_names_0_lang,other_names_0_name,other_names_0_note,other_names_100_lang,other_names_100_name,other_names_100_note,other_names_101_lang,other_names_101_name,other_names_101_note,other_names_10_lang,other_names_10_name,other_names_10_note,other_names_11_lang,other_names_11_name,other_names_11_note,other_names_12_lang,other_names_12_name,other_names_12_note,other_names_13_lang,other_names_13_name,other_names_13_note,other_names_14_lang,other_names_14_name,other_names_14_note,other_names_15_lang,other_names_15_name,other_names_15_note,other_names_16_lang,other_names_16_name,other_names_16_note,other_names_17_lang,other_names_17_name,other_names_17_note,other_names_18_lang,other_names_18_name,other_names_18_note,other_names_19_lang,other_names_19_name,other_names_19_note,other_names_1_lang,other_names_1_name,other_names_1_note,other_names_20_lang,other_names_20_name,other_names_20_note,other_names_21_lang,other_names_21_name,other_names_21_note,other_names_22_lang,other_names_22_name,other_names_22_note,other_names_23_lang,other_names_23_name,other_names_23_note,other_names_24_lang,other_names_24_name,other_names_24_note,other_names_25_lang,other_names_25_name,other_names_25_note,other_names_26_lang,other_names_26_name,other_names_26_note,other_names_27_lang,other_names_27_name,other_names_27_note,other_names_28_lang,other_names_28_name,other_names_28_note,other_names_29_lang,other_names_29_name,other_names_29_note,other_names_2_lang,other_names_2_name,other_names_2_note,other_names_30_lang,other_names_30_name,other_names_30_note,other_names_31_lang,other_names_31_name,other_names_31_note,other_names_32_lang,other_names_32_name,other_names_32_note,other_names_33_lang,other_names_33_name,other_names_33_note,other_names_34_lang,other_names_34_name,other_names_34_note,other_names_35_lang,other_names_35_name,other_names_35_note,other_names_36_lang,other_names_36_name,other_names_36_note,other_names_37_lang,other_names_37_name,other_names_37_note,other_names_38_lang,other_names_38_name,other_names_38_note,other_names_39_lang,other_names_39_name,other_names_39_note,other_names_3_lang,other_names_3_name,other_names_3_note,other_names_40_lang,other_names_40_name,other_names_40_note,other_names_41_lang,other_names_41_name,other_names_41_note,other_names_42_lang,other_names_42_name,other_names_42_note,other_names_43_lang,other_names_43_name,other_names_43_note,other_names_44_lang,other_names_44_name,other_names_44_note,other_names_45_lang,other_names_45_name,other_names_45_note,other_names_46_lang,other_names_46_name,other_names_46_note,other_names_47_lang,other_names_47_name,other_names_47_note,other_names_48_lang,other_names_48_name,other_names_48_note,other_names_49_lang,other_names_49_name,other_names_49_note,other_names_4_lang,other_names_4_name,other_names_4_note,other_names_50_lang,other_names_50_name,other_names_50_note,other_names_51_lang,other_names_51_name,other_names_51_note,other_names_52_lang,other_names_52_name,other_names_52_note,other_names_53_lang,other_names_53_name,other_names_53_note,other_names_54_lang,other_names_54_name,other_names_54_note,other_names_55_lang,other_names_55_name,other_names_55_note,other_names_56_lang,other_names_56_name,other_names_56_note,other_names_57_lang,other_names_57_name,other_names_57_note,other_names_58_lang,other_names_58_name,other_names_58_note,other_names_59_lang,other_names_59_name,other_names_59_note,other_names_5_lang,other_names_5_name,other_names_5_note,other_names_60_lang,other_names_60_name,other_names_60_note,other_names_61_lang,other_names_61_name,other_names_61_note,other_names_62_lang,other_names_62_name,other_names_62_note,other_names_63_lang,other_names_63_name,other_names_63_note,other_names_64_lang,other_names_64_name,other_names_64_note,other_names_65_lang,other_names_65_name,other_names_65_note,other_names_66_lang,other_names_66_name,other_names_66_note,other_names_67_lang,other_names_67_name,other_names_67_note,other_names_68_lang,other_names_68_name,other_names_68_note,other_names_69_lang,other_names_69_name,other_names_69_note,other_names_6_lang,other_names_6_name,other_names_6_note,other_names_70_lang,other_names_70_name,other_names_70_note,other_names_71_lang,other_names_71_name,other_names_71_note,other_names_72_lang,other_names_72_name,other_names_72_note,other_names_73_lang,other_names_73_name,other_names_73_note,other_names_74_lang,other_names_74_name,other_names_74_note,other_names_75_lang,other_names_75_name,other_names_75_note,other_names_76_lang,other_names_76_name,other_names_76_note,other_names_77_lang,other_names_77_name,other_names_77_note,other_names_78_lang,other_names_78_name,other_names_78_note,other_names_79_lang,other_names_79_name,other_names_79_note,other_names_7_lang,other_names_7_name,other_names_7_note,other_names_80_lang,other_names_80_name,other_names_80_note,other_names_81_lang,other_names_81_name,other_names_81_note,other_names_82_lang,other_names_82_name,other_names_82_note,other_names_83_lang,other_names_83_name,other_names_83_note,other_names_84_lang,other_names_84_name,other_names_84_note,other_names_85_lang,other_names_85_name,other_names_85_note,other_names_86_lang,other_names_86_name,other_names_86_note,other_names_87_lang,other_names_87_name,other_names_87_note,other_names_88_lang,other_names_88_name,other_names_88_note,other_names_89_lang,other_names_89_name,other_names_89_note,other_names_8_lang,other_names_8_name,other_names_8_note,other_names_90_lang,other_names_90_name,other_names_90_note,other_names_91_lang,other_names_91_name,other_names_91_note,other_names_92_lang,other_names_92_name,other_names_92_note,other_names_93_lang,other_names_93_name,other_names_93_note,other_names_94_lang,other_names_94_name,other_names_94_note,other_names_95_lang,other_names_95_name,other_names_95_note,other_names_96_lang,other_names_96_name,other_names_96_note,other_names_97_lang,other_names_97_name,other_names_97_note,other_names_98_lang,other_names_98_name,other_names_98_note,other_names_99_lang,other_names_99_name,other_names_99_note,other_names_9_lang,other_names_9_name,other_names_9_note,sort_name
0,1949-08-24,,,,,,,,,Forrest,male,John,,85b5772e-bc2e-402b-aaf2-26c6a7cf08a6,10234,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10234,openaustralia,,,,,Q16136059,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/John_Forrest_(Victorian_politician),,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/John_Alexander_Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Forrest,de,John Forrest,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,John Forrest,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,John Forrest,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,John Forrest,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,Джон Форрест,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forrest, John"
0,1945-05-22,email,Bob.Katter.MP@aph.gov.au,twitter,RealBobKatter,,,,Bob.Katter.MP@aph.gov.au,Katter,male,Bob,,863a3eed-4c04-4ba1-9c0c-7237d74c8758,HX4,aph,,,,,,,,,,,,,,,,,,,,,10352,everypolitician_legacy,,,,,10352,openaustralia,Bob-Katter,quora,294893813,viaf,Q4932983,wikidata,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HX4/upload_ref_binary/HX4.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HX4/upload_ref_binary/HX4.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Katter_tally_room.jpg,Wikipedia (en),https://en.wikipedia.org/wiki/Bob_Katter,,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/bobkattermp,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/RealBobKatter,,,,,,,,,,,,,,,,,,,,,website,http://www.bobkatter.com.au/,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Bob_Katter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob Katter,de,Bob Katter,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Bob Katter,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Bob Katter,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Bob Katter,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,בוב קאטר,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Bob Katter,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Bob Katter,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh,鮑勃·凱特,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Katter, Bob"
0,1946-10-19,,,,,,,,,Harvey,female,Elizabeth,,86538b6e-c3be-4f58-9135-1ae5a0854957,10286,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10286,openaustralia,,,,,Q5362938,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Elizabeth_Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Harvey,de,Elizabeth Harvey,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Elizabeth Harvey,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Elizabeth Harvey,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Elizabeth Harvey,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harvey, Elizabeth"
0,1974-03-23,,,,,,,,,Ferguson,male,Michael,,869843cd-7dd0-417d-8325-7fa72bbbbab1,10219,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10219,openaustralia,,,,,Q6830267,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Michael_Ferguson_(Australian_politician),,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Michael_Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Ferguson,ar,مايكل فيرغسون,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,Michael Ferguson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Michael Ferguson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Michael Ferguson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Michael Ferguson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Michael Ferguson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Michael Ferguson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,Майкл Фергюсон,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferguson, Michael"
0,1931-07-30,,,,,,,,,Hurford,male,Christopher,,86ffc3db-1ab5-4869-893a-52341402e335,10321,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,1206965,nlatrove,,,,,10321,openaustralia,w6fv6480,snac,94296044,viaf,Q5106949,wikidata,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/66/Chris_Hurford.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Chris_Hurford.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Chris_Hurford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Hurford,,Chris Hurford,alternate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,Chris Hurford,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Chris Hurford,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Chris Hurford,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Chris Hurford,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Chris Hurford,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hurford, Christopher"
0,1951-09-09,,,,,,,,,Downer,male,Alexander,,88f68da4-88de-402e-b5e7-103a8cb7e23d,biography/Alexander-John-Gosse-Downer,britannica,Q1239291,wikidata,,,,,,,,,,,,,,,,,,,10179,everypolitician_legacy,,,,,480563,fast,/m/01wy12,freebase,1119640245,gnd,nb2002054806,lcauth,674/000055509,nndb,10179,openaustralia,w6tf3126,snac,294391653,viaf,https://upload.wikimedia.org/wikipedia/commons/8/8b/AlexanderDowner.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/AlexanderDowner.jpg,,Wikipedia (commons),https://commons.wikipedia.org/wiki/Alexander_Downer,Wikipedia (uk),https://uk.wikipedia.org/wiki/Олександр_Доунер,Wikipedia (zh),https://zh.wikipedia.org/wiki/亞歷山大·唐納,wikipedia,http://en.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,Wikipedia (de),https://de.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,,,,,,,Wikipedia (es),https://es.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,,,,,,,Wikipedia (fi),https://fi.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,,,,,,,Wikipedia (fr),https://fr.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,,,,,,,Wikipedia (id),https://id.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,,,,,,,Wikipedia (pl),https://pl.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,,,,,,,,,Wikipedia (pt),https://pt.wikipedia.org/wiki/Alexander_Downer,,,,,,,,,,,,,Wikipedia (tr),https://tr.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,de,Alexander Downer,multilingual,,,,,,,pt,Alexander Downer,multilingual,tr,Alexander Downer,multilingual,uk,Олександр Доунер,multilingual,zh,亞歷山大·唐納,multilingual,,,,,,,,,,,,,,,,,,,en,Alexander Downer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Alexander Downer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fi,Alexander Downer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Alexander Downer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Alexander Downer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,id,Alexander Downer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,アレクサンダー・ダウナー,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Alexander Downer,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl,Alexander Downer,multilingual,"Downer, Alexander"
0,1951-01-03,,,,,,,,,Nairn,male,Gary,,890ad9bf-3670-4d54-8547-575b83c29a2c,10477,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10477,openaustralia,,,,,Q5525646,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Gary_Nairn,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Gary_Nairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gary Nairn,da,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nn,Gary Nairn,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sv,Gary Nairn,multilingual,"Nairn, Gary"
0,1950-12-25,email,Russell.Broadbent.MP@aph.gov.au,twitter,BroadbentMP,,,,Russell.Broadbent.MP@aph.gov.au,Broadbent,male,Russell,,891bef5c-0f47-4ba3-bd5f-79f89a636e0e,MT4,aph,,,,,,,,,,,,,,,,,,,,,10069,everypolitician_legacy,,,,,10069,openaustralia,Q7381382,wikidata,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/MT4/upload_ref_binary/MT4.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/MT4/upload_ref_binary/MT4.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Russell_Broadbent_Portrait_2012.jpg,Wikipedia (en),https://en.wikipedia.org/wiki/Russell_Broadbent,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/BroadbentMP,,,,,,,,,,,,,,,,,,,,,website,http://www.russellbroadbent.com.au,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Russell_Broadbent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Broadbent,de,Russell Broadbent,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Russell Broadbent,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Russell Broadbent,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Russell Broadbent,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Russell Broadbent,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Russell Broadbent,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Russell Broadbent,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broadbent, Russell"
0,1975-07-02,email,andrew.broad.mp@aph.gov.au,twitter,broad4mallee,,,,andrew.broad.mp@aph.gov.au,Broad,male,Andrew,,8a990ff1-0ab5-47f8-9e7f-3de7f68a70aa,30379,aph,,,,,,,,,,,,,,,,,,,,,10803,everypolitician_legacy,,,,,10803,openaustralia,Q16215193,wikidata,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/30379/upload_ref_binary/30379.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/30379/upload_ref_binary/30379.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Andrew_Broad,,,,,,,,,,,,,,,,,,,,,Wikipedia (zh),https://zh.wikipedia.org/wiki/安德魯·布魯德,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/broad4mallee,,,,,,,,,,,,,,,,,,,,,website,http://www.andrewbroad.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Broad,de,Andrew Broad,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Andrew Broad,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Andrew Broad,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Andrew Broad,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh,安德魯·布魯德,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broad, Andrew"
0,1937-06-24,,,,,,,,,O'Neil,male,Lloyd,,8addf026-a6c3-43c2-bb8f-eef83e4409aa,10500,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10500,openaustralia,,,,,Q6662671,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Lloyd_O'Neil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lloyd O'Neil,de,Lloyd O'Neil,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Lloyd O'Neil,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Lloyd O'Neil,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Lloyd O'Neil,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Neil, Lloyd"
